angle,distance,quality,start_flag
84.3125,3978.75,41,True
248.3125,3978.75,18,True
346.3125,3978.75,61,True
382.328125,3978.75,41,True
422.328125,3978.75,20,True
482.328125,3978.75,63,True
32.34375,3979.0,43,True
178.34375,3979.0,21,True
354.359375,3979.0,1,True
494.359375,3979.0,44,True
134.359375,3979.25,24,True
318.375,3979.25,3,True
474.375,2443.25,45,True
220.375,3979.5,24,True
0.390625,3968.0,40,True
488.390625,3971.25,22,True
470.390625,131.25,63,True
0.421875,128.0,53,True
0.4375,128.0,33,True
0.4375,3968.0,11,True
0.4375,3968.0,55,True
0.421875,3968.0,38,True
252.4375,3970.5,20,True
132.4375,3970.5,3,True
70.4375,3970.5,42,True
22.453125,3970.5,20,True
502.453125,3970.25,3,True
492.453125,3970.25,49,True
480.46875,3970.25,26,True
444.46875,3970.25,9,True
384.46875,3970.25,49,True
324.484375,3970.25,31,True
294.484375,3970.25,13,True
306.484375,3970.25,55,True
0.515625,3968.0,20,True
0.515625,3968.0,63,True
0.5,3968.0,43,True
502.515625,3970.5,20,True
68.515625,3970.75,2,True
0.546875,3968.0,44,True
0.546875,128.0,23,True
0.5625,128.0,2,True
0.5625,128.0,45,True
0.5625,3968.0,24,True
0.578125,3968.0,4,True
0.546875,3968.0,60,True
258.546875,3981.75,40,True
0.5625,3968.0,5,True
14.5625,3970.75,52,True
72.578125,130.75,31,True
0.609375,128.0,7,True
0.609375,128.0,50,True
0.609375,128.0,29,True
0.625,2432.0,8,True
0.625,3968.0,52,True
0.59375,3968.0,44,True
258.609375,3980.75,23,True
124.609375,3980.75,2,True
6.609375,3980.75,45,True
364.625,3980.5,25,True
342.625,3980.5,5,True
370.625,3980.5,47,True
386.640625,3980.5,26,True
390.640625,3980.5,6,True
396.640625,3980.5,48,True
0.65625,3968.0,62,True
434.65625,3971.5,41,True
0.671875,3712.0,18,True
350.671875,131.75,62,True
0.703125,128.0,58,True
0.703125,128.0,37,True
0.71875,128.0,16,True
0.71875,128.0,59,True
0.71875,3968.0,38,True
0.734375,3968.0,18,True
0.703125,128.0,10,True
0.734375,3968.0,40,True
0.71875,3968.0,17,True
396.71875,3970.75,58,True
286.734375,3970.75,42,True
316.734375,3970.75,16,True
430.734375,3970.75,60,True
0.75,3968.0,44,True
154.75,3970.75,26,True
0.765625,3968.0,3,True
368.765625,3970.5,48,True
322.765625,3970.5,27,True
0.78125,3968.0,15,True
210.78125,3969.25,54,True
186.796875,3969.25,39,True
212.796875,3969.25,16,True
244.796875,3969.25,57,True
278.8125,3969.25,36,True
312.8125,3969.25,6,True
350.8125,3969.25,48,True
388.828125,3969.25,38,True
428.828125,3969.25,8,True
474.828125,3969.25,49,True
10.84375,3969.5,31,True
0.859375,3968.0,11,True
0.859375,3968.0,54,True
0.859375,3968.0,22,True
286.859375,3969.5,1,True
314.859375,3969.5,39,True
366.875,3969.5,19,True
436.875,3969.5,52,True
508.875,3969.5,39,True
78.890625,3969.75,5,True
166.890625,3969.75,52,True
254.890625,3969.75,29,True
350.90625,3969.75,9,True
454.90625,3969.75,45,True
52.90625,3970.0,22,True
172.90625,3970.0,63,True
0.921875,3968.0,42,True
0.9375,3968.0,63,True
0.953125,3968.0,43,True
0.9375,3968.0,30,True
0.9375,3968.0,8,True
0.9375,3968.0,49,True
0.96875,3968.0,24,True
0.984375,3968.0,3,True
0.953125,3968.0,41,True
0.96875,3968.0,20,True
0.984375,3968.0,61,True
225.0,3968.75,37,True
223.0,3968.75,42,True
223.0,3968.75,63,True
227.015625,3968.75,42,True
229.015625,3968.75,49,True
233.03125,3968.75,0,True
239.03125,3968.75,8,True
245.03125,3968.75,23,True
251.046875,3968.75,2,True
259.046875,3968.75,46,True
269.046875,3968.75,60,True
279.0625,3968.75,4,True
291.0625,3968.75,47,True
301.0625,3968.75,45,True
315.0625,3968.75,14,True
329.078125,3968.75,4,True
345.078125,3968.75,28,True
361.078125,3968.75,11,True
379.09375,3968.75,51,True
399.09375,3968.75,8,True
421.09375,3968.75,7,True
443.109375,3968.75,50,True
467.109375,3968.75,37,True
491.109375,3968.75,38,True
7.109375,3969.0,60,True
37.125,3969.0,28,True
67.125,3969.0,30,True
99.125,3969.0,47,True
1.140625,3968.0,40,True
1.15625,128.0,19,True
1.15625,128.0,61,True
1.15625,128.0,40,True
1.171875,128.0,19,True
1.171875,128.0,62,True
1.171875,128.0,41,True
1.1875,128.0,20,True
1.1875,128.0,3,True
1.1875,3968.0,47,True
1.203125,128.0,27,True
1.203125,128.0,5,True
1.203125,3968.0,49,True
1.21875,3968.0,21,True
323.21875,3968.75,1,True
323.21875,3968.75,44,True
327.234375,3968.75,23,True
337.234375,3968.75,10,True
345.234375,3968.75,19,True
355.25,3968.75,12,True
367.25,128.75,4,True
1.25,128.0,55,True
1.265625,128.0,34,True
1.265625,128.0,13,True
1.265625,128.0,57,True
1.28125,128.0,36,True
1.28125,128.0,16,True
1.28125,128.0,59,True
1.296875,128.0,38,True
1.296875,128.0,17,True
1.296875,3968.0,61,True
1.3125,3968.0,41,True
1.296875,3968.0,10,True
1.3125,3968.0,17,True
1.3125,3968.0,47,True
1.328125,3968.0,23,True
1.34375,128.0,2,True
1.34375,3968.0,44,True
1.328125,3968.0,49,True
179.328125,130.0,30,True
1.359375,128.0,46,True
1.359375,3968.0,26,True
163.34375,3970.0,25,True
177.359375,3970.0,4,True
187.359375,3970.0,54,True
193.359375,3970.0,26,True
199.375,3906.0,6,True
205.375,3970.0,51,True
215.375,3970.0,32,True
229.390625,3970.0,14,True
239.390625,3970.0,55,True
0.0,3968.0,14,True
0.015625,3456.0,55,True
0.015625,128.0,33,True
0.03125,3968.0,12,True
0.015625,3968.0,7,True
386.015625,3970.0,52,True
0.015625,3968.0,48,True
362.03125,3969.75,25,True
336.03125,3969.75,4,True
312.03125,3969.75,53,True
0.046875,3968.0,14,True
122.046875,3970.25,57,True
174.046875,3970.25,30,True
234.0625,3970.25,12,True
298.0625,3970.25,50,True
370.0625,3970.25,30,True
444.078125,3970.25,11,True
6.078125,3970.5,51,True
88.078125,3970.5,29,True
178.09375,2690.5,8,True
0.109375,3968.0,44,True
0.125,128.0,23,True
0.125,128.0,2,True
0.125,128.0,46,True
0.140625,3456.0,25,True
0.125,3456.0,16,True
358.125,130.25,55,True
0.15625,128.0,27,True
0.15625,3968.0,7,True
0.15625,3968.0,51,True
0.140625,128.0,34,True
0.171875,128.0,9,True
0.171875,3968.0,52,True
0.1875,128.0,32,True
0.1875,3968.0,11,True
0.171875,3968.0,35,True
0.171875,128.0,20,True
0.203125,128.0,13,True
0.203125,128.0,56,True
0.21875,128.0,36,True
0.21875,128.0,15,True
0.21875,128.0,59,True
0.234375,3968.0,38,True
0.234375,3968.0,18,True
0.234375,3968.0,61,True
0.25,3968.0,41,True
0.25,128.0,19,True
0.25,2944.0,61,True
0.234375,3968.0,22,True
138.234375,132.0,63,True
0.265625,128.0,63,True
0.28125,128.0,42,True
0.28125,128.0,22,True
0.296875,3968.0,1,True
0.265625,3968.0,27,True
478.28125,131.75,4,True
0.3125,3968.0,3,True
0.3125,3968.0,46,True
0.28125,3968.0,51,True
0.328125,3968.0,5,True
0.328125,3968.0,48,True
0.296875,3968.0,45,True
12.3125,3978.75,23,True
190.3125,3978.75,2,True
342.3125,3978.75,44,True
336.328125,3978.75,23,True
364.328125,3978.75,3,True
458.328125,3978.75,46,True
500.34375,3978.75,25,True
136.34375,3979.0,4,True
314.34375,3979.0,47,True
210.359375,3979.0,27,True
374.359375,3979.0,5,True
284.359375,3979.25,49,True
428.375,3979.25,28,True
50.375,1931.5,7,True
360.375,2187.5,50,True
354.390625,3979.75,29,True
0.390625,3968.0,43,True
126.40625,131.5,24,True
0.4375,128.0,15,True
0.4375,3200.0,58,True
0.4375,3968.0,40,True
0.421875,3968.0,8,True
0.421875,3968.0,59,True
184.4375,3970.75,42,True
88.4375,3970.75,23,True
6.453125,3970.75,4,True
466.453125,3970.5,46,True
404.453125,3970.5,29,True
344.46875,3970.5,4,True
284.46875,3970.5,52,True
240.46875,3970.5,32,True
208.484375,3970.5,12,True
186.484375,3714.5,54,True
188.484375,3970.5,35,True
0.5,3968.0,13,True
0.5,3968.0,51,True
200.5,3970.75,30,True
286.515625,3970.75,3,True
326.515625,3970.75,48,True
0.515625,128.0,26,True
0.546875,128.0,8,True
0.546875,128.0,51,True
0.5625,3968.0,30,True
0.53125,128.0,58,True
0.5625,3968.0,52,True
0.546875,3968.0,45,True
0.5625,3968.0,12,True
160.5625,3970.75,55,True
200.5625,3970.75,32,True
0.578125,128.0,6,True
0.59375,3968.0,55,True
0.578125,128.0,48,True
0.609375,128.0,14,True
0.609375,128.0,57,True
0.625,3968.0,36,True
190.59375,3981.0,29,True
336.609375,3980.75,8,True
160.609375,3980.75,51,True
510.609375,3980.5,30,True
480.625,3980.5,10,True
412.625,3980.5,53,True
340.625,3980.5,32,True
0.640625,3968.0,47,True
82.640625,3971.5,26,True
0.65625,3968.0,6,True
494.65625,131.5,47,True
0.6875,3968.0,42,True
0.65625,3968.0,38,True
96.671875,3210.5,17,True
0.703125,2176.0,43,True
0.703125,128.0,22,True
0.71875,128.0,1,True
0.71875,128.0,44,True
0.71875,128.0,24,True
0.734375,3968.0,3,True
0.703125,3968.0,61,True
0.71875,3968.0,24,True
322.71875,3970.75,2,True
210.71875,3970.75,46,True
160.734375,3970.75,29,True
134.734375,3970.75,10,True
84.734375,3970.75,49,True
38.75,3970.75,32,True
476.75,3970.5,10,True
392.75,3970.5,57,True
352.765625,3970.5,32,True
338.765625,3970.5,16,True
0.78125,3968.0,61,True
0.78125,3968.0,52,True
176.796875,3969.25,26,True
202.796875,3969.25,63,True
232.796875,3969.25,37,True
266.8125,3969.25,14,True
300.8125,3969.25,54,True
336.8125,3969.25,48,True
374.828125,3969.25,15,True
414.828125,3969.25,53,True
458.828125,3969.25,30,True
504.84375,3969.25,18,True
0.859375,3968.0,61,True
0.859375,3968.0,40,True
0.859375,3968.0,2,True
282.859375,3969.5,48,True
306.859375,3969.5,21,True
348.859375,3969.5,61,True
414.875,3969.5,43,True
488.875,3969.5,24,True
52.875,3969.75,62,True
132.890625,3969.75,39,True
224.890625,3969.75,12,True
322.890625,3969.75,57,True
422.90625,3969.75,32,True
14.90625,3970.0,6,True
130.90625,3970.0,49,True
256.921875,3970.0,24,True
0.921875,3968.0,63,True
0.953125,3968.0,29,True
0.953125,3968.0,8,True
0.9375,3968.0,61,True
0.9375,3968.0,35,True
0.96875,3968.0,10,True
0.96875,3968.0,53,True
0.953125,3968.0,27,True
0.96875,3968.0,8,True
0.984375,3968.0,18,True
223.0,3968.75,26,True
225.0,3968.75,6,True
225.0,3968.75,2,True
227.015625,3968.75,28,True
229.015625,3968.75,58,True
233.015625,3968.75,51,True
237.015625,3968.75,46,True
243.03125,3968.75,9,True
249.03125,3968.75,52,True
255.046875,3968.75,32,True
265.046875,3968.75,12,True
275.046875,3968.75,9,True
287.0625,3968.75,8,True
297.0625,3968.75,3,True
311.0625,3968.75,57,True
325.078125,3968.75,36,True
341.078125,3968.75,15,True
357.078125,3968.75,48,True
375.09375,3968.75,5,True
393.09375,3968.75,15,True
415.09375,3968.75,4,True
437.109375,3968.75,2,True
461.109375,3968.75,10,True
485.109375,3968.75,50,True
1.109375,3969.0,40,True
29.125,3969.0,7,True
59.125,3969.0,1,True
89.125,3969.0,32,True
125.140625,3969.0,20,True
163.140625,129.0,40,True
1.15625,128.0,49,True
1.15625,128.0,28,True
1.171875,128.0,7,True
1.171875,128.0,50,True
1.171875,128.0,29,True
1.1875,128.0,9,True
1.1875,128.0,52,True
1.1875,3968.0,33,True
1.203125,128.0,13,True
1.203125,128.0,55,True
1.203125,3968.0,35,True
1.203125,3968.0,38,True
319.21875,3968.75,51,True
321.21875,3968.75,30,True
325.21875,3968.75,46,True
333.234375,3968.75,60,True
341.234375,3968.75,60,True
349.234375,3456.75,31,True
361.25,3968.75,41,True
377.25,128.75,13,True
1.265625,128.0,19,True
1.265625,128.0,62,True
1.265625,128.0,42,True
1.28125,128.0,21,True
1.28125,128.0,2,True
1.28125,128.0,45,True
1.296875,128.0,24,True
1.296875,128.0,4,True
1.296875,3968.0,47,True
1.3125,3968.0,27,True
1.296875,3968.0,4,True
1.3125,128.0,5,True
1.328125,3968.0,28,True
1.328125,2944.0,8,True
1.328125,3968.0,51,True
1.34375,3968.0,31,True
1.328125,3968.0,36,True
235.328125,130.0,7,True
1.359375,128.0,32,True
1.359375,128.0,11,True
1.359375,3968.0,55,True
225.34375,3970.0,53,True
179.359375,3970.0,42,True
187.359375,3970.0,17,True
195.359375,3906.0,61,True
201.375,3970.0,38,True
211.375,3970.0,22,True
221.375,3970.0,59,True
1.390625,3968.0,23,True
0.0,3968.0,1,True
328.0,3969.25,47,True
306.0,129.25,25,True
0.015625,3968.0,63,True
0.0,3968.0,62,True
382.015625,3970.0,40,True
0.015625,3968.0,29,True
366.03125,3969.75,10,True
346.03125,3969.75,56,True
316.03125,3969.75,32,True
0.03125,3968.0,59,True
112.046875,3970.25,40,True
164.046875,3970.25,20,True
220.046875,3970.25,62,True
280.0625,3970.25,41,True
348.0625,3970.25,18,True
422.0625,3970.25,59,True
502.078125,3970.25,38,True
74.078125,3970.5,21,True
160.078125,3970.5,61,True
276.09375,3970.5,40,True
376.09375,130.5,16,True
0.125,128.0,56,True
0.125,128.0,35,True
0.140625,128.0,15,True
0.140625,128.0,58,True
0.140625,128.0,37,True
0.15625,128.0,17,True
0.15625,3968.0,60,True
0.140625,3968.0,33,True
0.140625,128.0,23,True
0.171875,128.0,62,True
0.171875,3968.0,42,True
0.1875,128.0,21,True
0.1875,3968.0,0,True
0.171875,128.0,25,True
0.203125,128.0,23,True
0.203125,128.0,2,True
0.203125,128.0,46,True
0.21875,128.0,25,True
0.21875,128.0,5,True
0.21875,128.0,48,True
0.234375,128.0,27,True
0.234375,3968.0,7,True
0.234375,3968.0,51,True
0.25,3968.0,30,True
0.25,128.0,9,True
0.25,128.0,51,True
0.265625,3968.0,30,True
54.234375,132.0,53,True
0.265625,128.0,53,True
0.28125,128.0,32,True
0.28125,3968.0,12,True
0.265625,3968.0,52,True
0.265625,3968.0,16,True
446.265625,131.75,61,True
0.296875,3968.0,57,True
0.3125,3968.0,36,True
0.28125,3968.0,40,True
290.296875,3975.25,20,True
0.328125,3968.0,39,True
0.328125,3968.0,18,True
0.3125,3968.0,14,True
48.3125,3978.75,57,True
232.3125,3978.75,37,True
348.328125,3978.75,16,True
378.328125,3978.75,59,True
420.328125,3978.75,38,True
450.34375,3978.75,18,True
104.34375,3979.0,62,True
0.359375,3968.0,22,True
346.359375,3970.75,0,True
432.359375,3970.75,47,True
0.390625,3968.0,27,True
0.40625,3968.0,6,True
0.375,3968.0,41,True
232.390625,3971.25,17,True
0.390625,3968.0,60,True
0.390625,3968.0,38,True
0.40625,128.0,15,True
0.4375,128.0,10,True
0.4375,3712.0,53,True
0.4375,3968.0,33,True
0.421875,3968.0,26,True
0.421875,3968.0,50,True
0.4375,3968.0,31,True
500.4375,3970.75,12,True
402.4375,3970.75,54,True
308.453125,3970.75,35,True
228.453125,3970.75,15,True
150.453125,3970.75,58,True
90.46875,3970.75,38,True
40.46875,3970.75,18,True
26.484375,3970.75,2,True
4.484375,3970.75,42,True
476.484375,3970.5,21,True
2.484375,3970.75,63,True
0.5,3968.0,44,True
0.5,3968.0,17,True
102.5,3971.0,60,True
156.515625,131.0,38,True
0.546875,128.0,23,True
0.546875,128.0,2,True
0.546875,128.0,45,True
0.5625,2176.0,25,True
0.53125,128.0,53,True
0.5625,3968.0,47,True
0.546875,3968.0,39,True
0.5625,3968.0,6,True
380.5625,3970.75,45,True
416.5625,3970.75,27,True
0.5625,128.0,63,True
0.59375,3968.0,51,True
0.578125,128.0,43,True
0.609375,128.0,9,True
0.609375,128.0,53,True
0.625,3968.0,32,True
190.59375,3981.0,24,True
352.609375,3980.75,4,True
220.609375,3980.75,47,True
164.609375,3980.75,50,True
0.625,3968.0,15,True
0.625,3968.0,2,True
306.625,3970.25,48,True
198.640625,3970.25,33,True
128.640625,3970.25,11,True
56.640625,3970.25,57,True
474.65625,3970.0,39,True
370.65625,3970.0,17,True
272.671875,3970.0,1,True
216.671875,3970.0,39,True
176.671875,3970.0,27,True
136.6875,3970.0,4,True
122.6875,3970.0,43,True
124.6875,3970.0,25,True
142.703125,3970.0,4,True
176.703125,3970.0,43,True
220.703125,3970.0,28,True
290.71875,3970.0,6,True
388.71875,3970.0,41,True
0.71875,128.0,23,True
0.75,128.0,47,True
0.75,640.0,26,True
0.734375,3968.0,20,True
418.734375,3469.5,62,True
0.734375,2432.0,42,True
200.75,3981.0,21,True
0.75,3968.0,6,True
174.75,3977.25,50,True
422.765625,3977.25,28,True
0.78125,3968.0,56,True
0.78125,3968.0,36,True
174.796875,3969.25,20,True
202.796875,3969.25,60,True
232.796875,3969.25,33,True
264.8125,3969.25,29,True
298.8125,3969.25,57,True
336.8125,3969.25,45,True
374.828125,3969.25,22,True
412.828125,3969.25,52,True
456.828125,3969.25,39,True
504.84375,3969.25,6,True
0.859375,3968.0,61,True
0.859375,3968.0,40,True
0.859375,3968.0,11,True
282.859375,3969.5,49,True
306.859375,3969.5,23,True
346.875,3969.5,4,True
414.875,3969.5,41,True
486.875,3969.5,19,True
52.875,3969.75,55,True
132.890625,3969.75,37,True
218.890625,3969.75,10,True
314.890625,3969.75,60,True
420.90625,3969.75,33,True
12.90625,3970.0,12,True
126.90625,3970.0,49,True
254.921875,3970.0,30,True
0.921875,3968.0,3,True
0.953125,3968.0,29,True
0.953125,3968.0,8,True
0.9375,3968.0,61,True
0.9375,3968.0,38,True
0.96875,3968.0,9,True
0.96875,3968.0,52,True
0.953125,3968.0,31,True
0.96875,3968.0,7,True
0.984375,3968.0,0,True
222.984375,3968.75,44,True
225.0,3968.75,58,True
225.0,3968.75,48,True
227.0,3968.75,44,True
